City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Ngunguru,NZ,2021-07-16 03:21:31,-35.6167,174.5,63.16,74,8,21.25
380,Meadow Lake,US,2021-07-16 03:21:31,34.8014,-106.5436,79.3,42,28,10.96
381,Hovd,MN,2021-07-16 03:21:32,48.0056,91.6419,76.59,25,100,2.08
382,Puerto Carreno,CO,2021-07-16 03:21:32,6.189,-67.4859,74.7,94,100,4.47
383,Lajas,PR,2021-07-16 03:21:32,18.05,-67.0593,79.18,83,42,3.0
384,Sidney,AU,2021-07-16 03:17:41,-33.8679,151.2073,62.62,65,18,1.01
385,Frontera,MX,2021-07-16 03:21:33,26.9333,-101.45,83.32,62,11,11.7
386,Port-De-Bouc,FR,2021-07-16 03:21:33,43.4,4.9833,70.02,68,0,19.57
387,Atambua,ID,2021-07-16 03:21:34,-9.1061,124.8925,84.49,45,64,0.25
388,Talcahuano,CL,2021-07-16 03:21:34,-36.7167,-73.1167,44.28,93,100,0.0
389,Luderitz,NA,2021-07-16 03:21:34,-26.6481,15.1594,56.75,33,0,6.91
390,Garissa,KE,2021-07-16 03:21:35,-0.4536,39.6401,71.47,80,21,14.67
391,Arman,RU,2021-07-16 03:21:35,59.7,150.1667,60.84,72,100,7.63
392,Clyde River,CA,2021-07-16 03:21:35,70.4692,-68.5914,55.63,67,90,18.41
393,Panjakent,TJ,2021-07-16 03:21:36,39.4952,67.6093,67.8,42,100,3.31
394,Port Augusta,AU,2021-07-16 03:21:36,-32.5,137.7667,62.74,45,91,23.09
395,Hualmay,PE,2021-07-16 03:21:36,-11.0964,-77.6139,62.83,83,31,10.27
396,Chuy,UY,2021-07-16 03:21:37,-33.6971,-53.4616,47.17,94,0,5.41
397,Fomboni,KM,2021-07-16 03:21:37,-12.28,43.7425,77.5,66,4,17.76
398,Rocha,UY,2021-07-16 03:21:37,-34.4833,-54.3333,45.07,95,2,4.99
399,Buta,CD,2021-07-16 03:21:38,2.7858,24.73,69.91,94,100,0.2
400,Anchorage,US,2021-07-16 03:17:52,61.2181,-149.9003,77.38,58,1,6.91
401,Rivers,CA,2021-07-16 03:21:38,50.0308,-100.2403,74.35,57,95,8.25
402,Honningsvag,NO,2021-07-16 03:21:39,70.9821,25.9704,51.33,85,92,15.01
403,Berbera,SO,2021-07-16 03:21:39,10.4396,45.0143,89.96,39,100,30.96
404,Avanigadda,IN,2021-07-16 03:21:39,16.0215,80.9181,78.94,87,100,10.29
405,Okhotsk,RU,2021-07-16 03:21:40,59.3833,143.3,61.56,75,100,9.95
406,Bilma,NE,2021-07-16 03:21:40,18.6853,12.9164,91.18,15,49,18.52
407,Kloulklubed,PW,2021-07-16 03:21:40,7.0419,134.2556,82.9,70,77,2.89
408,Longyearbyen,SJ,2021-07-16 03:21:41,78.2186,15.6401,53.44,66,75,2.3
409,Antalaha,MG,2021-07-16 03:21:41,-14.9003,50.2788,69.76,80,100,8.21
410,Mount Isa,AU,2021-07-16 03:21:41,-20.7333,139.5,74.97,22,2,16.11
411,Kindu,CD,2021-07-16 03:21:42,-2.95,25.95,74.01,63,100,2.8
412,Vila Franca Do Campo,PT,2021-07-16 03:21:42,37.7167,-25.4333,66.61,76,91,2.95
413,Yeppoon,AU,2021-07-16 03:21:43,-23.1333,150.7333,83.98,57,0,13.24
414,Taoudenni,ML,2021-07-16 03:21:09,22.6783,-3.9836,97.74,22,47,9.95
415,Richards Bay,ZA,2021-07-16 03:21:43,-28.783,32.0377,54.48,85,2,5.57
416,Basco,PH,2021-07-16 03:21:44,20.4487,121.9702,84.02,75,55,8.39
417,Kununurra,AU,2021-07-16 03:21:44,-15.7667,128.7333,84.18,30,100,13.8
418,Belaya Gora,RU,2021-07-16 03:21:44,68.5333,146.4167,67.62,33,1,6.76
419,Itarema,BR,2021-07-16 03:21:45,-2.9248,-39.9167,76.42,84,88,9.93
420,Taksimo,RU,2021-07-16 03:21:45,56.3444,114.8794,79.47,44,90,0.85
421,Anadyr,RU,2021-07-16 03:21:46,64.75,177.4833,64.9,59,20,20.13
422,Paamiut,GL,2021-07-16 03:21:46,61.994,-49.6678,42.33,93,100,6.91
423,Omboue,GA,2021-07-16 03:17:17,-1.5746,9.2618,71.17,80,100,6.49
424,Vytegra,RU,2021-07-16 03:21:46,61.0064,36.4481,66.54,89,9,2.93
425,Pangoa,PE,2021-07-16 03:21:47,-12.1167,-73.0,67.3,95,62,3.22
426,Pitimbu,BR,2021-07-16 03:21:47,-7.4706,-34.8086,73.99,89,13,8.32
427,Kamenica,DE,2021-07-16 03:21:47,50.8333,12.9167,62.55,92,43,3.89
428,Ucluelet,CA,2021-07-16 03:21:48,48.9329,-125.5528,66.04,86,46,7.65
429,Kendari,ID,2021-07-16 03:21:48,-3.945,122.4989,81.61,77,100,2.98
430,Codrington,AU,2021-07-16 03:21:48,-38.2667,141.9667,55.29,78,100,16.26
431,Fallon,US,2021-07-16 03:21:49,39.4735,-118.7774,91.18,9,1,17.27
432,Antsohihy,MG,2021-07-16 03:21:49,-14.8796,47.9875,68.79,62,27,9.31
433,Merced,US,2021-07-16 03:21:50,37.1666,-120.7516,88.38,31,0,12.8
434,Manzil Salim,TN,2021-07-16 03:21:50,35.8567,8.4765,69.8,62,0,4.16
435,Motygino,RU,2021-07-16 03:21:50,58.1831,94.7592,73.54,62,88,4.45
436,Choix,MX,2021-07-16 03:21:51,26.7092,-108.3219,81.37,75,89,1.83
437,Diffa,NE,2021-07-16 03:21:51,13.3154,12.6113,83.66,58,22,10.96
438,Selimpasa,TR,2021-07-16 03:21:51,41.0558,28.379,77.95,83,0,14.27
439,Verkhnyaya Toyma,RU,2021-07-16 03:21:52,62.2349,44.9985,57.96,89,1,5.35
440,Saint-Marc-Des-Carrieres,CA,2021-07-16 03:21:52,46.6834,-72.0491,77.41,94,100,1.14
441,Varkkallai,IN,2021-07-16 03:21:53,8.7341,76.7067,76.78,86,100,7.58
442,Yuzhne,UA,2021-07-16 03:21:53,46.6221,31.1013,70.02,50,12,6.29
443,Dumai,ID,2021-07-16 03:21:53,1.6833,101.45,84.92,63,96,4.38
444,Paka,MY,2021-07-16 03:21:54,4.6374,103.4368,85.93,74,20,4.61
445,Touros,BR,2021-07-16 03:20:31,-5.1989,-35.4608,74.3,89,4,10.96
446,Carbonia,IT,2021-07-16 03:21:54,39.1672,8.5222,65.84,82,0,6.06
447,Mongoumba,CF,2021-07-16 03:21:55,3.6415,18.5936,72.41,82,98,3.44
448,Acapulco,MX,2021-07-16 03:21:55,16.8634,-99.8901,78.3,87,96,2.95
449,Pemberton,CA,2021-07-16 03:21:55,50.3164,-122.8027,66.06,56,45,6.35
450,Santa Cruz,BO,2021-07-16 03:21:56,-17.8,-63.1667,58.46,100,90,16.11
451,Pangkalanbuun,ID,2021-07-16 03:21:56,-2.6833,111.6167,84.51,63,94,5.46
452,Narrabri,AU,2021-07-16 03:21:56,-30.3167,149.7833,65.52,46,25,8.01
453,Meulaboh,ID,2021-07-16 03:21:57,4.1363,96.1285,81.21,77,98,3.6
454,Sola,VU,2021-07-16 03:21:57,-13.8833,167.55,81.27,89,90,6.91
455,Inuvik,CA,2021-07-16 03:21:57,68.3499,-133.7218,56.26,100,40,3.44
456,Port Moresby,PG,2021-07-16 03:21:58,-9.4431,147.1797,87.22,70,40,17.27
457,Hatillo,PR,2021-07-16 03:21:58,18.4863,-66.8254,78.8,87,70,11.5
458,Waipawa,NZ,2021-07-16 03:21:58,-41.4122,175.5153,54.23,73,100,16.64
459,Turan,VN,2021-07-16 03:21:59,16.0678,108.2208,91.38,55,20,11.5
460,Tammisaari,FI,2021-07-16 03:17:08,59.9736,23.4339,70.93,87,9,4.92
461,Capreol,CA,2021-07-16 03:21:59,46.706,-80.9225,59.47,93,20,5.75
462,Luwuk,ID,2021-07-16 03:21:59,-0.9516,122.7875,77.56,94,100,3.33
463,Poronaysk,RU,2021-07-16 03:22:00,49.2167,143.1167,74.12,73,100,8.81
464,Port Macquarie,AU,2021-07-16 03:22:00,-31.4333,152.9167,71.49,43,40,18.41
465,Tual,ID,2021-07-16 03:22:01,-5.6667,132.75,80.82,81,99,16.11
466,Hue,VN,2021-07-16 03:19:20,16.4667,107.6,89.71,66,20,6.91
467,Lerwick,GB,2021-07-16 03:17:18,60.1545,-1.1494,55.4,90,98,18.43
468,Mazsalaca,LV,2021-07-16 03:22:02,57.8633,25.0547,72.25,93,66,3.02
469,Oloron-Sainte-Marie,FR,2021-07-16 03:22:02,43.1944,-0.6107,55.33,95,24,1.83
470,Oussouye,SN,2021-07-16 03:22:02,12.485,-16.5469,82.49,83,99,5.95
471,Saint-Joseph,RE,2021-07-16 03:22:03,-21.3667,55.6167,66.56,82,38,14.38
472,Gardner,US,2021-07-16 03:19:46,42.5751,-71.9981,73.4,89,49,3.0
473,Vieques,PR,2021-07-16 03:22:03,18.425,-65.8329,80.64,83,20,5.75
474,Tornio,FI,2021-07-16 03:22:04,65.8481,24.1466,57.22,62,0,12.66
475,Vranje,RS,2021-07-16 03:22:04,42.5514,21.9003,70.79,78,0,2.55
476,Tazovskiy,RU,2021-07-16 03:22:04,67.4667,78.7,54.84,61,100,12.82
477,Andenes,NO,2021-07-16 03:22:05,69.3143,16.1194,51.78,87,75,28.77
478,Harper,LR,2021-07-16 03:22:05,4.375,-7.7169,76.78,79,100,8.72
479,Batemans Bay,AU,2021-07-16 03:22:06,-35.7167,150.1833,65.91,45,64,11.59
480,Dukhovnitskoye,RU,2021-07-16 03:22:06,52.4828,48.2137,70.18,79,9,2.82
481,Margate,GB,2021-07-16 03:22:06,51.3813,1.3862,58.69,75,57,3.0
482,Huarmey,PE,2021-07-16 03:22:07,-10.0681,-78.1522,63.86,85,12,10.92
483,Chaiya,TH,2021-07-16 03:22:07,9.3862,99.1986,89.19,73,98,4.65
484,Shubarkuduk,KZ,2021-07-16 03:22:07,49.1447,56.4872,76.08,25,100,1.05
485,Hirara,JP,2021-07-16 03:22:08,24.8,125.2833,87.66,74,75,13.8
486,Raudeberg,NO,2021-07-16 03:22:08,61.9875,5.1352,54.27,84,1,12.48
487,Inirida,CO,2021-07-16 03:22:08,3.8653,-67.9239,74.57,89,93,1.72
488,Mao,ES,2021-07-16 03:22:09,39.8885,4.2658,66.76,88,0,4.61
489,Vestmanna,FO,2021-07-16 03:22:09,62.1564,-7.1664,50.92,100,90,14.97
490,Ixtapa,MX,2021-07-16 03:22:09,20.7,-105.2,78.08,93,100,1.99
491,Amos,CA,2021-07-16 03:22:10,48.5669,-78.1162,57.47,99,80,5.17
492,Barabinsk,RU,2021-07-16 03:22:10,55.3571,78.357,57.02,67,99,15.7
493,Sabinas Hidalgo,MX,2021-07-16 03:22:10,26.5,-100.1667,85.21,51,95,13.04
494,Noumea,NC,2021-07-16 03:22:11,-22.2763,166.4572,80.58,99,62,5.73
495,Jodhpur,IN,2021-07-16 03:22:11,26.2867,73.03,92.39,55,99,9.71
496,Lasa,IT,2021-07-16 03:22:12,46.6166,10.7002,56.28,93,100,4.0
497,Lhokseumawe,ID,2021-07-16 03:22:12,5.1801,97.1507,81.39,76,100,2.15
498,Kongoussi,BF,2021-07-16 03:22:12,13.3258,-1.5347,85.42,51,98,8.19
499,Mitsamiouli,KM,2021-07-16 03:22:13,-11.3847,43.2844,76.75,64,1,12.46
500,Ewa Beach,US,2021-07-16 03:18:03,21.3156,-158.0072,84.15,57,75,18.01
501,Akureyri,IS,2021-07-16 03:22:13,65.6835,-18.0878,51.73,76,0,9.22
502,Ipixuna,BR,2021-07-16 03:22:13,-1.7625,-48.8043,75.15,97,46,3.4
503,Adrar,MR,2021-07-16 03:22:14,20.5022,-10.0711,87.91,31,0,21.03
504,Sembakung,ID,2021-07-16 03:22:14,3.8167,117.25,80.53,67,100,3.49
505,Port Hedland,AU,2021-07-16 03:22:14,-20.3167,118.5667,73.45,27,6,17.27
506,Shonguy,RU,2021-07-16 03:22:15,68.7526,33.146,60.87,94,40,4.47
507,Paraguacu,BR,2021-07-16 03:22:15,-21.5472,-45.7375,58.42,55,100,0.69
508,Irsha,RU,2021-07-16 03:22:16,55.9269,94.7911,72.61,71,90,2.06
509,Palmer,US,2021-07-16 03:22:16,42.1584,-72.3287,76.55,76,40,3.0
510,Matara,LK,2021-07-16 03:22:16,5.9485,80.5353,82.26,77,64,10.25
511,Bonavista,CA,2021-07-16 03:22:17,48.6499,-53.1147,60.12,85,97,16.91
512,Baiyin,CN,2021-07-16 03:22:17,36.5583,104.2081,79.68,46,24,4.07
513,Doha,QA,2021-07-16 03:22:17,25.2867,51.5333,94.98,67,0,9.22
514,Talnakh,RU,2021-07-16 03:22:18,69.4865,88.3972,60.31,57,100,11.25
515,Penzance,GB,2021-07-16 03:22:18,50.1186,-5.5371,58.77,91,0,7.49
516,Mahajanga,MG,2021-07-16 03:22:19,-15.7167,46.3167,62.62,82,20,4.61
517,Byron Bay,AU,2021-07-16 03:22:19,-28.65,153.6167,71.55,78,96,11.05
518,Vyazemskiy,RU,2021-07-16 03:22:19,47.5378,134.7525,92.07,49,19,10.74
519,Lakes Entrance,AU,2021-07-16 03:22:20,-37.8811,147.981,60.19,51,100,6.17
520,Mettur,IN,2021-07-16 03:22:20,11.8,77.8,79.86,79,95,2.39
521,Qaqortoq,GL,2021-07-16 03:22:20,60.7167,-46.0333,52.3,79,100,3.13
522,Marienburg,PL,2021-07-16 03:22:21,54.0359,19.0266,70.88,91,46,3.98
523,Kenai,US,2021-07-16 03:22:21,60.5544,-151.2583,74.03,70,1,6.91
524,San Felipe,VE,2021-07-16 03:22:21,10.3399,-68.7425,70.86,98,58,1.43
525,Canon City,US,2021-07-16 03:22:22,38.441,-105.2424,75.18,54,1,8.01
526,North Bend,US,2021-07-16 03:20:59,43.4065,-124.2243,62.92,79,75,13.8
527,Swan River,CA,2021-07-16 03:22:22,52.1058,-101.2676,75.09,57,73,5.75
528,Gumdag,TM,2021-07-16 03:20:05,39.2061,54.5906,83.86,28,99,4.97
529,Tiznit,MA,2021-07-16 03:22:23,29.5833,-9.5,77.11,33,3,1.66
530,Bayan,CN,2021-07-16 03:22:23,46.0833,127.4,85.93,67,39,12.66
531,Gawler,AU,2021-07-16 03:22:24,-34.6,138.7333,59.56,77,94,21.36
532,Moose Factory,CA,2021-07-16 03:22:24,51.2585,-80.6094,57.2,82,75,3.44
533,Jamame,SO,2021-07-16 03:22:24,0.0722,42.7506,73.76,82,41,11.59
534,Saint-Malo,FR,2021-07-16 03:22:25,48.5,-1.8333,60.75,81,44,5.37
535,Goderich,CA,2021-07-16 03:22:25,43.7501,-81.7165,67.91,88,100,4.61
536,Sturgeon Falls,CA,2021-07-16 03:22:26,46.3646,-79.9326,64.89,90,97,10.56
537,Cedar City,US,2021-07-16 03:22:26,37.6775,-113.0619,75.18,35,20,5.75
538,Kalemie,CD,2021-07-16 03:22:26,-5.9475,29.1947,73.49,65,40,11.56
539,Kiama,AU,2021-07-16 03:22:27,-34.6833,150.8667,63.37,54,55,18.01
540,Brownsville,US,2021-07-16 03:22:27,25.9018,-97.4975,81.91,80,1,4.0
541,Kaliganj,BD,2021-07-16 03:22:27,23.4095,89.1402,86.79,74,98,7.47
542,Linxia,CN,2021-07-16 03:22:28,35.6003,103.2064,74.79,53,64,3.71
543,Canico,PT,2021-07-16 03:22:28,32.6333,-16.85,71.01,83,20,9.22
544,Gizo,SB,2021-07-16 03:22:28,-8.103,156.8419,84.42,75,66,12.82
545,Klaksvik,FO,2021-07-16 03:22:29,62.2266,-6.589,52.72,88,67,18.66
546,Barcelona,ES,2021-07-16 03:18:17,41.3888,2.159,72.7,85,20,6.91
547,Luena,AO,2021-07-16 03:22:29,-11.7833,19.9167,52.09,51,1,4.12
548,Roebourne,AU,2021-07-16 03:22:30,-20.7833,117.1333,72.3,29,8,21.61
549,Port Hardy,CA,2021-07-16 03:22:30,50.6996,-127.4199,60.98,77,75,4.61
550,Los Llanos De Aridane,ES,2021-07-16 03:22:30,28.6585,-17.9182,64.15,96,20,12.66
551,Chancay,PE,2021-07-16 03:22:31,-11.5714,-77.2672,62.47,83,88,6.13
552,Zaysan,KZ,2021-07-16 03:22:31,47.4667,84.8667,77.09,34,99,7.94
553,Price,US,2021-07-16 03:22:31,39.5994,-110.8107,74.46,38,1,0.0
554,Vilhena,BR,2021-07-16 03:22:32,-12.7406,-60.1458,70.02,60,0,5.75
555,Bacolod,PH,2021-07-16 03:22:32,10.6667,122.95,78.31,89,100,9.6
556,Ashland,US,2021-07-16 03:22:32,40.8167,-82.2665,73.27,87,30,8.37
557,Betul,IN,2021-07-16 03:22:33,21.9153,77.8961,80.01,72,98,14.38
558,Erenhot,CN,2021-07-16 03:22:33,43.6475,111.9767,89.76,30,87,15.68
559,Lagoa,PT,2021-07-16 03:22:33,39.05,-27.9833,68.65,86,3,9.06
560,Kajiado,KE,2021-07-16 03:22:34,-1.8524,36.7768,54.88,93,54,3.58
561,Baherden,TM,2021-07-16 03:22:34,38.4362,57.4316,80.29,35,54,2.48
562,Mahibadhoo,MV,2021-07-16 03:22:34,3.7833,72.9667,83.05,74,100,8.81
563,Sehithwa,BW,2021-07-16 03:22:35,-20.4667,22.7167,51.12,88,19,7.76
564,Aktau,KZ,2021-07-16 03:22:35,43.65,51.2,75.78,32,0,5.66
565,Eyl,SO,2021-07-16 03:22:35,7.9803,49.8164,79.79,60,100,27.07
566,Cabedelo,BR,2021-07-16 03:22:36,-6.9811,-34.8339,74.07,89,19,9.86
567,Morehead,US,2021-07-16 03:22:36,37.2711,-87.1764,76.86,90,1,0.0
568,Akdepe,TM,2021-07-16 03:22:36,42.0551,59.3788,78.8,22,3,11.7
569,Kilindoni,TZ,2021-07-16 03:22:37,-7.9139,39.6668,76.51,72,14,22.37
